,name,artist,meaning,lyrics
472,one sweet day,mariah carey,love,Sorry I ve never told youAll I wanted to sayAnd now it s too late to hold you Cause you ve flown away  so far awayNever had I imaginedLiving without your smileFeeling and knowing you hear meIt keeps me alive  aliveAnd I know you re shining down on me from HeavenLike so many friends we ve lost along the wayAnd I know eventually we ll be together One sweet day Darling  I never showed you Assumed you d always be there I thought you d always be thereI  I took your presence for grantedBut I always cared And I miss the love we shared 
473,i can love you like that,all-4-one,love,They read you CinderellaYou hoped it would come trueAnd one day your Prince CharmingWould come rescue youYou like romantic moviesAnd you never will forgetThe way you felt when RomeoKissed JulietAnd all this time that you ve been waitingYou don t have to wait no moreI can love you like thatI would make you my worldMove heaven and EarthIf you were my girlI can give you my heartBe all that you needShow you you re everythingThat s precious to meIf you give me a chanceI can love you like thatI can love you like thatI never make a promiseI don t intend to keepSo when I say foreverForever s what I meanWell I m no CassanovaBut I swear this much is trueI ll be holding nothing backWhen it comes to youYou dream of love that s everlastingWell baby open up your eyes
474,end of the road,boyz ii men,love,Girl  you know we belong togetherI have no time for you to be playin  with my heart like thisYou ll be mine forever  baby  you just seeWe belong togetherAnd you know that I m rightWhy do you play with my heartWhy do you play with my mind Said we d be foreverSaid it d never dieHow could you love me and leave meAnd never say goodbye When I can t sleep at night without holding you tightGirl  each time I try  I just break down and cryPain in my head  oh  I d rather be deadSpinnin  around and aroundAlthough we ve come to the end of the roadStill I can t let goIt s unnatural  you belong to me  I belong to youCome to the end of the roadStill I can t let goIt s unnatural  you belong to me  I belong to you
475,2 become 1,spice girls,love,Candle light and soul foreverA dream of you and me togetherSay you believe it  say you believe itFree your mind of doubt and dangerBe for real  don t be a strangerWe can achieve it  we can achieve itCome a little bit closer  babyGet it on  get it on Cause tonight is the night  when two become oneI need some love like I never needed love beforeWanna make love to ya  babyI had a little love  now I m back for moreWanna make love to ya  babySet your spirit free  it s the only way to beSilly games that you were playingEmpty words we both were sayingLet s work it out  boy  let s work it out  boyAny deal that we endeavourBoys and girls feel good togetherTake it or leave it  take it or leave it
476,how could an angel break my heart,toni braxton,love,I heard he sang a lullabyI heard he sang it from his heartWhen I found out  thought I would dieBecause that lullaby was mineI heard he sealed it with a kissHe gently kissed her cherry lipsI found that so hard to believeBecause his kiss belonged to meHow could an angel break my heart Why didn t he catch my falling star I wish I didn t wish so hardMaybe I wished our love apartHow could an angel break my heart I heard her face was white as rainSoft as a rose that blooms in MayHe keeps her picture in a frameAnd when he sleeps  he calls her nameI wonder if she makes him smileThe way he used to smile at meI hope she doesn t make him laughBecause his laugh belongs to me
477,always and forever,luther vandross,love,Always and foreverEach moment with you  yeahIs just like a dream to meThat somehow came true  yeahAnd I know tomorrowWill still be the same Cause we got a life of loveThat won t ever change andEvery day  love me your own special wayMelt all my heart away with a smileTake time to tell me you really careAnd we ll share tomorrow togetherOoh baby  I ll always love you foreverEver  ever  everThere ll always be sunshineWhen I look at you  yeahIt s something I can t explainJust the things that you do If you get lonelyCall me and takeA second to give to meThat magic you make and
478,kiss me,sixpence none the richer,love,Kiss me out of the bearded barleyNightly  beside the green  green grassSwing  swing  swing the spinning stepYou wear those shoes and I will wear that dress  ohKiss me beneath the milky twilightLead me out on the moonlit floorLift your open hand  strike up the bandAnd make the fireflies dance  silver moon s sparklingSo kiss meKiss me down by the broken tree houseSwing me upon its hanging tireBring  bring  bring your flowered hatWe ll take the trail marked on your father s mapKiss me beneath the milky twilightLead me out on the moonlit floorLift your open hand  strike up the bandAnd make the fireflies dance  silver moon s sparklingSo kiss me
479,angel of mine,monica,love,When I first saw you  I already knewThere was something inside of youSomething I thought thatI would never find  angel of mineI look at you looking at meNow I know why they sayThe best things are freeI m gonna love you  boyYou are so fine  angel of mineHow you changed my worldYou ll never knowI m different nowYou helped me growYou came into my lifeSent from aboveWhen I lost all hopeYou showed me loveI m checking for you  boyYou re right on time  angel of mineNothing means more to me than what we shareNo one in this whole world can ever compareLast night  the way you moved is still on my mindAngel of mine
480,rush rush,paula abdul,love,You re the whisper of a summer breezeYou re the kiss that puts my soul at easeWhat I m saying is I m into youHere s my story and the story goesYou give love  you get loveAnd more than heaven knowsYou re gonna seeI m gonna run  I m gonna tryI m gonna take this love right to yaAll my heart  all the joyOh  baby  baby  please Hurry  hurry  lover  come to me I wanna see ya  I wanna see ya get free with me I can feel it  I can feel you all through me Ooh  what you do to meAnd all I want from you is what you areAnd even if you re right next to meYou re still too far awayIf I m not inside your armsI get dramatic  baby  yes  I knowBut I need you  I want you  oh  man  I love you so
481,i want it that way,backstreet boys,love,Yeah eh ehYou are my fireThe one desireBelieve when I sayI want it that wayBut we are two worlds apartCan t reach to your heartWhen you sayThat I want it that wayTell me whyAin t nothing but a heartacheTell me whyAin t nothing but a mistakeTell me whyI never wanna hear you sayI want it that wayAm I your fire Your one desireYes  I know it s too lateBut I want it that way
482,i wanna love you forever,jessica simpson,love,Ooh  ooh  mmmYou set my soul at easeChased darkness out of viewLeft your desperate spell on meSay you feel it tooI know you doI ve got so much more to giveThis can t die  I yearn to livePour yourself all over meAnd I ll cherish every drop here on my kneesI wanna love you foreverAnd this is all I m asking of youTen thousand lifetimes togetherIs that so much for you to do  Cause from the moment that I saw your faceAnd felt the fire in your sweet embraceI swear I knewI m gonna love you forever  oh ohMy mind fails to understandWhat my heart tells me to doAnd I d give up all I have just to be with youAnd that would doI ve always been taught to winAnd I never thought I d fallBe at the mercy of a manI ve never beenNow I only want to be right where you are
483,torn,natalie imbruglia,love,I thought I saw a man brought to lifeHe was warm  he came around like he was dignifiedHe showed me what it was to cryWell  you couldn t be that man I adoredYou don t seem to know  or seem to care what your heart is forBut I don t know him anymoreThere s nothing where he used to lieMy conversation has run dryThat s what s going onNothing s fine  I m tornI m all out of faithThis is how I feelI m cold and I am shamedLying naked on the floorIllusion never changedInto something realI m wide awake and I can seeThe perfect sky is tornYou re a little lateI m already torn
484,this kiss,faith hill,love,I don t want another heartbreakI don t need another turn to cry  noI don t wanna learn the hard wayBaby  helloOh no  goodbyeBut you got me like a rocketShooting straight across the skyIt s the way you love meIt s a feeling like thisIt s centrifugal motionIt s perpetual blissIt s that pivotal momentIt s  ah  impossibleThis kiss  this kissUnstoppableThis kiss  this kissCinderella said to Snow White How does love get so off course  ohAll I wanted was a white knightWith a good heartSoft touch  fast horse Ride me off into the sunsetBaby  I m forever yours
485,the song remembers when,trisha yearwood,love,I was standing at the counterI was waiting for the changeWhen I heard that old familiar music startIt was like a lighted matchHad been tossed into my soulIt was like a dam had broken in my heartAfter taking every detourGetting lost and losing trackSo that even if I wantedI could not find my way backAfter driving out the memoryOf the way things might have beenAfter I d forgotten all about usThe song remembers whenWe were rolling through the RockiesWe were up above the cloudsWhen a station out of Jackson played that songAnd it seemed to fit the momentAnd the moment seemed to freezeWhen we turned the music up and sang alongAnd there was a God in HeavenAnd the world made perfect senseWe were young and were in loveAnd we were easy to convinceWe were headed straight for EdenIt was just around the bendAnd though I have forgotten all about itThe song remembers when
486,slow down,mac ayres,love,I m on my second guessOr maybe my second bestWhat do I have to doTo know that I m getting through I don t have much to sayJust hoping you d come my wayWhat do I have to doTo come and get close to you Baby  I won t slow downAnd I won t say whenTell me why I be coming round againI m ready to go againBaby  I won t slow downAnd I won t say noJust one look and I think it s time to showI think that I already knowColorin  in the greysI see your every shadeI m running back aroundTo tell you I hold you downI could say everythingPulling me by the stringWhat do I have to do Tell me what you want to do
487,cyanide,daniel caesar,love,Yeah  inside di ting dem call sweet melodyWahpm gyal  u comin  like a family enuh  eee Inside fi dem call DC is a d gyal dem  pleaseA max out the diesel  oh yeah Ayy  my girl  put down di man dem weh a talk nuthin   bout feeYou done know my lovin  is freeLead out  lead out  the the th  international Daniel Cae  Cae  Cae I love dominantlyYou make me weak  make me thirsty for releaseWan   come compliment meThen become my enemyCop a flight to Paris  low keyIt s you  baby girl  I m tryna to breed  pleaseBaby  try to understand meI m not a monster  I m just a man with needsI take flights when I learn it s time to goTryna take time back crossing timing zonesCome press your lips  pon meLSD got me feelin  empathyWan fi  alter the mind chemically Cause we suffer endlesslyCould be Kamikaze  only time will tellEven though I m godly  might end up in Hell
488,ivy,frank ocean,love,I thought that I was dreamin  when you said you love meThe start of nothin I had no chance to prepare  I couldn t see you comin The start of nothin Ooh  I could hate you nowIt s quite alright to hate me nowWhen we both know that deep downThe feeling still deep down is goodIf I could see through walls  I could see you re fakingIf you could see my thoughts  you would see your face isSafe in my rental like an armored truck back thenWe didn t give a fuck back thenI ain t a kid no moreWe ll never be those kids againWe d drive to Syd sHad the X6 back then  back thenNo matter what I did  my waves wouldn t dip back thenEverything sucked back then  we were friendsI thought that I was dreamin  when you said you love meThe start of nothin I had no chance to prepare  I couldn t see you comin The start of nothin Ooh  I could hate you nowIt s quite alright to hate me nowBut we both know that deep downThe feeling still deep down is good
489,girls need love,summer walker,love,HonestlyHonestly  I m tryna stay focusedYou must think I ve got to be joking when I sayI don t think I can waitI just need it nowBetter swing my wayI just need some dickI just need some loveTired of fucking with these lame niggas babyI just need a thugWon t you be my plug  ayyYou could be the one  ayyWe could start with a handshake babyI ma need more than a hugGirls can t never say they want itGirls can t never say howGirls can t never say they need itGirls can t never say nowGirls can t never say they want itGirls can t never say howGirls can t never say they need itGirls can t never say now oh now
490,like i want you,giveon,love,Sometimes I wish you knewBut I disguise the truthI say I m happy but I m still stuck on us  mm mm mmDoes your mind play this game too Think  bout me and youI guess I ll just pretend until it all makes sense  hm mm hm  hmm hmmSee you face to face  I m thinking  bout the days we used to beBut I can t make a scene  but I can t make a sceneSee you face to face  I m thinking  bout the days we used to beBut I can t make a scene  but I can t make it seemLike I want youYou  ooh  oohEven if it s true  oohOoh ooh oohEven if it s trueI guess it s overdueTell me your point of viewTell me  am I to blame You re so good with change  hm hm mmA table set for twoYou got me waitin  but you ain t comin  throughTry to stay patient but gotta face the truth  mm mm mmOh  woah woah
491,violet,daniel caesar,love,Don t cut your journey shortNot anymoreYou beautiful boyJust runDon t hit the floorNot anymoreYou brilliant boyJust chill  you re made to singOn anything  you golden childYou re my violet in the sunYou re my violet in the sunYou re my violet in the sunYou re my violet in the sun
492,meet me in amsterdam,rini,love,I would sail across the worldRow this boat from dusk till dawnTo a place where we belongGirl your body is calling meThere ain t no sunshine  no sunshineWhere I was beforeBut I found the Love the warmth in your armsWon t you come closer  let it take overI don t need anything  I just want youWhen I saw her in my dreamsNever thought it meant a thingTill I felt and touched her skinWhen she smiles  my knees go weakThere ain t no sunshine  no sunshineWhere I was beforeBut I found the Love the warmth in your arms
493,stan,6lack,love,I ma write you my best songIt s gon  take me all night longI was up late by myselfI ain t never need no helpI will love you when you re oldAnd you lose the words you spokeTime will never wait on usBut it never can age our loveAw  yeahSay you ll always be my greatest fanSing your favorite words just like a bandOnly if you ll love me like a stan  stan  stan  aw  manDown to walk the walk until the endThe prize  you find a lover and a friendBaby  I ma love you like a stan  stan  stan  aw  manAll that IAll that I wanna doIs put it on  put it on  put it on  put it on the lineHoping we go out at the same time Cause life without my love is a slant rhymeThat mean it works out but it ain t quiteWhat it  posed to be that ain t all rightI m just thankful that I could find youSeems like I was always behind youI ain t worried  bout no Alzheimer sNo  I don t need no fuckin  reminderAw  yeah
494,cpr,summer walker,love,Caught me at the right time baby I was at the edge  I was at the endMade me feel like there is life worth livingMade me feel alive oh yeahTime ain t on my sideBaby where would I be without your love beside me  OhBaby where would I be  Probably gone  oh Cause it feels like CPR Cause it feels like CPRMm  make me love again  ahNotice I can t stand you  ohI don t wanna talk about itBut no one understands me  noYou re the only one I confide in  to darlin   ahI don t even need to lie to you  babePatient lova oh my babeHow you fix my heart oh darlingEverything I ve done you knew you knownI ain t really never had a homeDamn I really hate feeling aloneMaybe you could make me feel at home  baby
495,skyline to,frank ocean,love,This is joy  this is summerKeep alive  stay aliveGot your metal on   we re aloneMaking sweet love  takin  time Til God strikes usThat s a pretty fuckin  fast year flew byThat s a pretty long third gear in this carGlidin  on the 5The deer run across  kill the headlightsPretty fuckin   underneath moonlight nowPretty fuckin   sunrise in sightIn comes the morning  haunting us with the beamsSolstice ain t as far as it used to beIt begins to blur  we get older Summer s not as long as it used to beEveryday counts like crazy Wanna get soaked Wanna film a tape on a speed boat We smell of Californication Everything grows in the CongoEverything grows Can you come when I call again On comes the evening  gold seeking endsPiece in my hand worth twice than a friendAnd two limbs over shoulder  carried awayBecause I m stronger and the Congo is dim In comes the morning  ah In comes the morning  ah 
496,loose,daniel caesar,love,If you ever start to wonderWhy all the rain and all the thunderFollows her aroundYou better cut that girl looseMost of time  everything s fineBut as soon as she starts to whineIf you have no patienceYou better cut that girl looseWhat are you  a coward Who are you helping You got the powerThen do it yourself  kingAnd do it for herYou better cut that girl loose  ahh ahh ahh ahhSet her free  let her beLeave her be  oh yesYou don t love me anymoreLet s see how you like this songSee you walking out the doorWonder why it took you so longEver since the day that I met youKnew you were the girl of my dreamsBut we could never beHello Yeah  sorry  I was just getting everything  right nowI ll be outsideSorry  I was actually just gonna take my phoneTake itSo write down any phone number if you need it
497,godspeed,frank ocean,love,I will always love youHow I doLet go of a prayer for youJust a sweet wordThe table is prepared for youWishing you godspeed  gloryThere will be mountains you won t moveStill  I ll always be there for youHow I doI let go of my claim on youIt s a free worldYou ll look down on where you came from sometimesBut you ll have this place to call home alwaysThis love will keep us through blinding of the eyesSilence in the ears  darkness of the mind This love will keep through blinding of the eyes Silence in the ears  darkness of the mind This love will keep us through blinding of the eyes Silence in the ears  darkness of the mindOh  ohI ll always love youUntil the time we dieOh  oh
498,crush,yuna,love,You call me on a lazy afternoonAsking me what  I m up toLet s find something to doBaby I d be down  down  downDown  down  down  down  down  downYou know I d be down  down  downDown  down  down  down  down  downI see you arriving in your car  heyJet black Mercedes  built in the 70sClassic like you and meI ll be coming down  down  downDown  down  down  down  down  downI ll be coming down  down  downDown  down  down  down  down  downI feel a little rushI think I ve got a little crush on youI hope it s not too muchBut babe  when I m with you  I hear itMy heart singingLa  la  la  la  la  la  la  la laLa  la  la  la  la  la  la  la la
499,lullaby,umi,love,I know you re hurting  you re hurting insideKnow when you feel it  you feel it at nightWhy won t you let me in Why won t you let me understand you Why won t you let me in Baby  just take my hand andCan you let me sing you a lullaby And maybe then you d let me in tonightI ve been cooking up a playlist Cause I don t know how I could say thisIf love was a subject in schoolCouldn t major in communicationFeelings They won t showBut when it s time to sleepYou get emotionalCan you let me sing you a lullaby And maybe then you d let me in tonight
500,deep,summer walker,love,Trust me  trust meI don t like being aloneThinking bout ringing your lineI wish you would come homeBut I m just tryna balance my spaceI m just tryna protect my space I don t really need the painBut I love to feel the painMaybe I could use a breakSo we just might have to wait  Cause we re way too in love  just to fuck and let go Cause we re way too involved  just to cut and not callWay too in deep Way too in deepWay too in deep Way too in deep Wish I could call  wish I could call and go home We can t even let it go
501,easily,bruno major,love,Don t you tell me that it wasn t meant to beCall it quits  call it destinyJust because it won t come easilyDoesn t mean we shouldn t tryWe had a good thing going latelyMight not have always been a fairy taleBut you know and I know that they ain t realI ll take the truth over the storyYou might have tried my patience latelyBut I m not about to let us failI ll be the wind picking up your sailBut won t you do something for me Don t you tell me that it wasn t meant to beCall it quits  call it destinyJust because it won t come easilyDoesn t mean we shouldn t tryComing and goingInside out and back to frontAll tangled and messyThat s how we ve been and we ll always beAnd that s alright with me
502,hold me down,daniel caesar,love,Could you  could you say   I love you  Danny  You want me to Could you I love you  DannyIf you love me  baby let me hear you say itI know I m your favoriteFirst you love me then you leave me in the basementI know I m your favoriteIf you love me baby let me hear you say itI know I m your favoriteFirst you love me then you leave me on the pavementI know I m your favoriteI got this girl  she s making me crazyI nearly let her have all my babiesPussy so good  it sets me on fireI leave myself  I elevate higherYou re fly girl  but you re headed to maybeI ll take the time  treat you like a lady  yeahMy life s a spectacle  a sad storyPerhaps I ll find my way to the glory  yes
503,jaded,drake,love,Ayy  yeahDogs on this side  dogs over on this sideYeahLeaving me Dippin  out on me Already got what you needed  I guessQuickly  learned yourself through me Already gave you what you needed  I guess I guess  yeahThat s why I m not with nobody  Cause I don t wanna hurt nobody Did it over text  didn t call me Still got love for you  mamiI know you wanna be somebodyEven if you gotta leave somebody  yeahYes I m hurting  yes I m jaded Most of these things I don t wanna say I wanna be around while you chasin  You wanna hit me up when you make itYou ll try and come back when you famousI always want the truth but it s dangerous You got somethin  real  not basic You wanna get with me  stopYes I m hurting  yes I m jaded Most of these things  I don t wanna say I wanna be around while you chasin You wanna hit me up when you make it You ll try and come back when you famousI always want the truth but it s dangerous You got somethin  real  not basicYou wanna get with me  stop Yeah  dogs on this side  dogs over on this side
504,frozen,sabrina claudio,love,If we could live in this momentAnd just hold itKeep my head on your chestI d never leave this bedThe flowers will be bloomingThe leaves will be turningAnd snow will be falling while we re making loveAnd the sun will be shiningThe flowers still are bloomingThen leaves will turn againBut time will be frozen for us Time will be frozen for us Time will be frozen for usOh  cover the windowAnd come uncover meLet s forget the world even exists Cause nothing compares to thisThe flowers will be bloomingThe leaves will be turningAnd snow will be falling while we re making loveAnd the sun will be shiningThe flowers still are bloomingThen leaves will turn again
505,over and over,sky,love,Put my hands around your shouldersThat s the way that I hold yaI could lay with you foreverBaby  uhI m fallin  everydaySomething came over meI give you everythingOver and over a I m fallin  everydaySomething came over meI give you everythingOver and over a  GainOver againOver and over a  GainOver againOver and over a Put your hoodie over my headStay and talk to me in my bedThink we finally found the real thingBaby  baby
506,stuck on you,giveon,love,Ooh  ooh  oohOoh  ooh  oohUp in your room once again  temptedBad for me  it s the truth  but I can t miss thisDon t tell my friends that I m here to visitDon t tell my friends that I m here Waiting for you  even how you treat meYou re my baby even when you leave meMaybe I m the one to blameMaybe I m the cause of the painWaiting for you  even how you treat meYou re my baby even when you leave meMaybe I m the problem and the one that s causing all of thisI can t say  I love you  no more  Cause my friends gon  judge me for sureIt took some time but I realizedYou do me wrong  but it feels rightI can t say  I love you  no more  Cause my friends gon  judge me for sureIt took some time but I realizedYou do me wrong  but it feels rightFeels like I m stuck on you
507,around me,brent faiyaz,love,I don t give a damn about themI ma do meAnd if I had to choose  me or you I d choose meWhen the money ain t aroundAnd the bitches ain t aroundWho the fuck gon  be around MeWhen the money ain t aroundAnd the bitches ain t aroundWho the fuck gon  be around MeThey say it s bad for meCan t help itCan t lose itI love itThat s true shitWhat more could you want So sad for meCan t lose yaCan t help itI love youWill you still be down 
508,right my wrongs,bryson tiller,love,Could it be you calling me down  down  down  down  down My foolish heart turns at the starsAll that I am is all that you seeYou don t need nobody else  and you re putting this all on me  forgive meThere s a time and a place for all thisThis is not the place for all thisIs there a reason why you re saying all this And can we talk about it later I ve gotta right my wrongsWith you is where I belongYou ve been down from the go  recognition is what you wantAnd it s something that I should knowSomething that I should know  uhAll the things that you went through  girl I never meant to put you through it twice  noTell me  how can I right my wrongs That s something that I should knowAll the things that we been through  girl I never meant to put you through it twice  no  noCould it be you calling me down  down  down  down  down My foolish heart turns at the starsAll that I am is all that you seeYou don t need nobody else  and you re putting this all on me  forgive me
509,love you too much,lucky daye,love,HmmGuess I got lot of prideSo much pride I don t  I don t see myself being hurt butGuess it happens to everybody  hmmYeah  it feels the same  yeah  every dayI wish that I could travel through time to get right back to itHa  it s funny how pain workAnd no matter how bad you wanna get out of itThe next person gotta deal with itIt s fucking my head up  hmmAnd you wanna  make me feel  what you feel  hmmLike I hurt you that badAlright good luck  we ain t the sameBut I m the one to blameI ve been dealin  with the pressureWay too much to even measureTry to keep it all inBut you got me open  hopeless for youOh oh  hopeless for you  hey  oh ohI can t afford those lossesThat s just my ego talkin You make my heart beat for youI almost cry too often But I put too much in your handsSo much regret in the endIt s a shame for you  it s a shame for meIs the blame on you  I can say the same for meAfter the wrong is there a right How can I look into your eyes This is a truth that I can t fight
510,what dreams are made of,evann mcintosh,love,It s like the only time I see your faceIs when mine is on my pillowcaseI don t ever want to be awake babyI want to live inside my brainInvaded meA daydreamBaby you re like strawberries and whipped creamLike bathtubs  hot steam  beaches  and sunscreenSunsets or somethingAren t You Lovely  nobody else could compare  noBaby  you areWhat dreams are made of  ofBaby  you areWhat dreams are made of  ofI m an addict to my mattressLike Holy  HolyIn my dreams you are the actressThat holds me downPriorities stacked like TetrisBut you come firstThe reason why I m practicing that bible verse like Now I lay me down to sleep  I pray the Lord my soul to keep The only time you re slept on is when I m dreamingWhat I needForever with you is just a minuteSo let me spend forever on repeat in this linen baby
511,poison,brent faiyaz,love,I feel like there s no such thing as a relationship with condomsIt s a one that won t lastThat s it  real shitGotta go rawI I know that s what Fay  boutYeahReal shitYou know  they says  without is better soNo pull out gamePull out game weakNo condomIt s embarrasingThat s what they sayThat s what the  That s what they sayAnd girls hate condoms too  everybody hate condomsYeah condoms are just terrible dogExcept for the people who got burned beforeNiggas need  niggas need to live like the 70 s and shitI mean shit  if we talking and you doing that thing bro  after two three times bro  that shit likeTwo or three This nigga said the first timeFor real YeahWhat just happened  did you do it I said noAhI wa  I was scaredIt s funny how certain bitches you ll hit raw and then the other ones you just likeYo it s just the vibe dogYeah you gotta feel the vibeIt s the vibe bro  some  some they try to push up on you and like woa woah what are you doingIt s scary as sh  I gotta be the one that s pressuring you to fuck rawYeahIf you ask me then I ll get a little bit turned off by itAh that s trueI ll start thinking who the fuck she gon  askWordWord  that s trueI won t be thinking so   
512,heartbreak anniversary,giveon,love,OohBalloons are deflatedGuess they look lifeless like meWe miss you on your side of the bed  mmmStill got your things hereAnd they stare at me like souvenirsDon t wanna let you out my headJust like the day that I met you  the day I thought foreverSaid that you love me  but that ll last for neverIt s cold outside like when you walked out my lifeWhy you walk out my life I get like this every timeOn these days that feel like you and meHeartbreak anniversary Cause I remember every timeOn these days that feel like you and meHeartbreak anniversary  do you ever think of me  No No  no  no Ooh  nah 
513,get to you again,mac ayres,love,MmmI guess we ll meet again  my friendIt s not so often that you come aroundUntil our track has seen its endImma be running  babeMmmI spent the whole night driving homeJust wishing you would call and tell meTo turn around like I ain t doneWith what I started  babeFinally think I m starting with youCan I start with you  oh How do I get to you again How do I get to you again How do I get to you again  babe How do I get to you again  OohI heard she d never say she d fallShe just had taken something stupidShe probably won t expect my callSo I ain t making it
514,mutual butterflies,ryan trey,love,Wassup ladies and gentlemenThis your host DJ SentraHow y all doing on this fine summer eveningThe time is now 7 50 and it s 76 degrees with a cool summer breezeYou re listening to hot 82 4 and this smooth track I m  bout to play reminds me of my first girlfriendHahaHate that bitchBut anyways  here s Ryan Trey  Mutual ButterfliesI give you parts of my heart I ve never seen beforeI let you paint my black and white feelings to pink and goldLil girl I let you drive my carI let you see my roomI let you drink my juice  nobody drinks my juiceI let you get too comfortable You wasting my timeI know I shoulda hit you with that duck and roll And now my niggas like I told you so But then my momma told me real eyes realize  babyRealize this girl for youYou the only one trippin  she gave her soul to youI guess she right  I mean she cool  I mean she tightI mean if we speaking on facts I guess she s something that I likeOr maybe dateOr maybe wifeOh I m trippin Did I admit that I m slippin  for a girl like you I guess I could try toThe only problem is you make me nervousBut then you told me that I make you nervous too
515,otw,khalid,love,Na  na  na  na  oohOh  no  oh  ayyPut it in drive  I ll be outside  I ll be on the wayI ll be on the wayYou can meet me in five  I ll be all night  I ll be a all dayI ll be a all dayPut it in drive  I ll be outside  I ll be on the wayI ll be on the wayYou can meet me in five  I ll be all night  I ll be all dayI ll be all dayYeah  yeah  yeahThis the type of shit that you been waiting all year forBack in town for a minute if you with it Got a lot of time  I just need somewhere to spend itI just press a button and the top go missingI kept the slip so you know it s not rented  yeah  oh  ohWhat you wanna do Worried  bout your friends  they saw you this afternoonI been reading your mindNo fair  but you gotta let me knowI m all ears and I got a lot of room in my whipIf you wanna take it there  I m on my way
516,midnight blues,umi,love,Midnight blues  summer huesLate at night I think  bout youGloomy skies  sweet goodbyesLate at night I think  bout youAnd I wonder do you think about me too And I wonder do you feel the things I do Or is it just me now Or is it just me now  Cause I can t see clear nowNo  I can t see clear nowAnd I need you here nowI don t need to know howYou fill the emptiness I feel insideOh  you make me feel like I canI can fly againYou make me feel like I canCan be loved againMidnight blues  sunset viewsLate at night I sing to you
517,april 25th,kadeem tyrell,love,The sky is greyBut i am blueSitting reading AngelouFeel ashamedOver youWhat is a man meant to do I am on my own againLeft you with that vinyl thenYou turned around  proceeded with your descendThis says more  bout me than youIt ain t the first break we ve been throughAnd every time Ramone says  Just be cool The skyThe sky is grey But I am blue Sitting reading Angelou Feel ashamedOver youWhat is a man meant to do Telling me to man upTell me what a man does Hide the tears  down some beers  or what Well I can t deal with it like thatShe always finds her way right backI know it s long  the holding onBut I don t know how to reactThe sky
518,shame,summer walker,love,In a perfect worldYou re understanding  I m not a perfect girlI would drop my fears at the doorI would only bring myself and nothing moreAnd you let me be  a womanAnd you let me be  a flawed womanYou would yearn to hear all about my pastWhat I ve done  what I ve did and whyHear all my sick thoughtsAnd if I needed to  I could cryAnd you would catch my tearsYou don t wanna be nobody else s place  no  aye  noYou don t wanna be nobody else s place  to hide from themselvesShameAnd I m the one to blameYou see right through meYou see through the smileYou see straight through meYou push past the lies  ohYou got it babyOh  oh  oh
519,ugotme,omar apollo,love, Cause baby there s something you knowBut clearly you say  I m not good for youI think that I m barely in loveYou said you don t smoke  you doHere s something I wrote for youOne time I had love for you Cause honestly  you got me goneFrom everyoneStop you take my breath awayI m so in love with youNow just passing the timeWaiting longer for youOh baby ooh ooooohAnd baby you know  that INever put it on  it was you  you Cause honestly  you got me goneFrom everyone
520,home,dylan sinclair,love,I know we ll live this throughBeat us black and blueI stay only if you doWe were built to last for lifeIn a state of mindIf until we dieWhen you re all aloneRemember where home isI m your boulevardWe fully control thisWhen you re all aloneRemember where home isI m your boulevardWe fully control thisMy sightsNot limited toPresent me and youI live in the futureMy prideMy heart doesn t useDistance as excuseTo find something new
521,blu,elujay,love,Don t think assumptionsI m not submissive You ve got that essence for meShe asking questions Just got your blessings You know it isn t that deep  oh ohYou re the one that I ve been thinking  boutYou don t know the detailsStarted in the wrong placeYou got me confusedSomebody oh  got me confusedSomebody oh  yeah  got me confusedDon t go and take my loveAnd throw it awayDon t go and take my loveAnd throw it awayDon t go and take my loveAnd throw it awayDon t go and take my loveAnd throw it away
522,gonna love me,teyana taylor,love,And oh  you re gonna love meYou re gonna wanna hug me and squeeze meSometimes we say things that we really don t meanWe do things in between the linesWe should do more to stand outI m sorry if I made you feel less than who you areA little insecure  oh  you s a shining starI wanna spend my nights with youMy life with you  oh baby  babePlease wait up for me  til whenever I get homeI know that you re all aloneThinking  bout what you re gon  doI hope that you see it through  ooh  oohAnd oh  you re gonna love meYou re gonna wanna hug me and squeeze meSometimes I don t think we really say enoughWhy is it so hard to keep in touchWhen we re laying right next to each other  babyWe shouldn t read into things so muchOverthinking understandingDon t let a feeling change it up
523,open up,daniel caesar,love,It s been such a long timeSince I set foot in the clubI really hate this shit  don t I I hate feeling rushed  girl  can I just be honest I don t feel like talkin  unless it s  bout me  or philosophyCan we just get down to business And when we re both finished  then we ll have a reason to speakThen you can open up to me  girlLet me plant my seed  girlLet me fill your needs  girlOpen up to me  open up to meThe piano that I fuck you onSame one that on which I write these songs for youThey re one in the sameThat goes for us  too  I give you my nameThe bed on which I lay to sleepAnd lay with you and lay in deepThere ain t no difference  this case there isn tThat goes for us  too  I know you re listenin Sometimes it feels like I don t really careOne day you ll see  but in the meantimeJust trust that I m thereJust trust that I love youJust trust that I careTrust that I need you to always be thereTrust that you know me well enough to knowI m the high priest but you put on the show
