,ARTIST_NAME,SONG_NAME,LYRICS,meaning
1962,the 1975,if i believe you,I ve got a God shaped hole that s infected And I m petrified of being alone now It s pathetic I know And I tossed and I turn in my bed It s just like I Lostmyhead And if I believe You Will that make it stop If I told You I need You Is that what You want And I m broken and bleeding And begging for help And I m asking You Jesus show Yourself I thought I d met You once or twice But that was just because the dabs were nice and opening up my mind Showing me consciousness is primary in the universe And I had a revelation I ll be Your child if You insist I mean if it was You that made my body You probably shouldn t have made me atheist But oh I m a lesbian kiss I m an evangelist And if you don t want to go to hell then Miss you better start selling this,religion
1963,echos,saints,I m sorry but you story isn t adding up Think your religion is a lie to keep my mouth shut So I won t testify to crime you re keeping score of Why don t you throw me to the wolves I thought you were one You were standing there like an angry god Counting out my sins just to cross them off Saying that my tongue was too loud to trust And that my blood couldn t keep you My dear you re not so innocent You re fooling heaven s gates So you won t have to change You re no saint you re no savior Your revelations don t look nothing like the pictures You read between the lines and don t stick to the scriptures You only follow rules if others follow with you That doesn t sound too holy only playing victim You were standing there like an angry god Counting out my sins just to cross them off Saying that my tongue was too loud to trust And that my blood couldn t keep you,religion
1964,lincoln,saint bernard,Hung pictures of patron saints up on my wall To remind me that I am a fool Tell me where I came from what I will always be Just a spoiled little kid who went to Catholic school When I am dead I won t join their ranks Cause they are both holy and free And I m in Ohio satanic and chained up And until the end that s how it ll be I said Make me love myself so that I might love you Don t make me a liar cause I swear to God When I said it I thought it was true Saint Calvin told me not to worry about you But he s got his own things to deal with There s really just one thing that we have in common Neither of us will be missed A Saint Bernard sits at the top of the driveway You always said how you loved dogs I don t know if I count but I m trying my best When I m howling and barking these songs,religion
1965,amber run,amen,And are those real angels in the magazines Oh is there a heaven You d know now you ve been Are those real stars that hang in the sky Or are they man made a trick of the light Amen Amen Amen And is there a God up there So where does He hide Cause the devil is raging inside my mind And is there a moment when it all makes sense When saying goodbye doesn t feel like the end Amen Amen Amen Sometimes I can t help blaming You For leaving me here what am I supposed to do There s plenty of women there s drink and there s drugs But we both know that won t be enough Cause I see You in the daytime and I hear You at night There s a pale imitation burnt in my eyes I don t wanna be here I don t know what to do Sometimes I d rather be dead At least then I m with You,religion
1966,hozier,take me to church,My lover s got humor She s the giggle at a funeral Knows everybody s disapproval I should ve worshipped her sooner If the heavens ever did speak She s the last true mouthpiece Every Sunday s getting more bleak A fresh poison each week We were born sick You heard them say it My church offers no absolutes She tells me Worship in the bedroom The only Heaven I ll be sent to Is when I m alone with you I was born sick but I love it Command me to be well Aaa Amen Amen Amen Take me to church I ll worship like a dog at the shrine of your lies I ll tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life Take me to church I ll worship like a dog at the shrine of your lies I ll tell you my sins and you can sharpen your knife Offer me that deathless death Good God let me give you my life,religion
1967,gang of youths,achilles come down,Achilles Achilles Achilles come down Won t you get up off get up off the roof You re scaring us and all of us some of us love you Achilles it s not much but there s proof You crazy assed cosmonaut remember your virtue Redemption lies plainly in truth Just humour us Achilles Achilles come down Won t you get up off get up off the roof Je vois que beaucoup de gens meurent parce qu ils estiment que la vie ne vaut pas la peine d être vécue J en vois d autres qui se font paradoxalement tués pour des idées pour des illusions qui leurs donnent une raison de vivre Achilles Achilles Achilles come down Won t you get up off get up off the roof The self is not so weightless nor whole and unbroken Remember the pact of our youth Where you go I m going so jump and I m jumping Since there is no me without you Soldier on Achilles Achilles come down Won t you get up off get up off the roof Loathe the way they light candles in Rome But love the sweet air of the votives Hurt and grieve but don t suffer alone Engage with the pain as a motive,religion
1968,jeff buckley,hallelujah,Well I heard there was a secret chord That David played and it pleased the Lord But you don t really care for music do ya Well it goes like this the fourth the fifth The minor fall and the major lift The baffled king composing Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Well your faith was strong but you needed proof You saw her bathing on the roof Her beauty and the moonlight overthrew ya And she tied you to her kitchen chair And she broke your throne and she cut your hair And from your lips she drew the Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah,religion
1969,mother mother,oh ana,I ll be God I ll be God I ll be God I ll be God today Hold my head under that bath and breathe away Slit my wrists and watch that blood evaporate Being this godly can t be good for Ana s safety Ana hear me I ll play God I ll play God I ll play God I ll play God today Ante up and play that god a poker game Walk away with all our little God s spare change Playing this god it can t be good for Ana s safety Ana hear me Oh Ana I ll be with you still You are the angel that I couldn t kill I ll fake God I ll fake God I ll fake God I ll fake God today Hop up on a cloud and watch the world decay Ana on my shoulders and we ll laugh away Faking this god it can t be good for Ana s safety Ana hear me Ana baby I m not crazy,religion
1970,crywank,i am shit,Language is scary when over analysed Every word that I say seems far too contrived What are your intentions I m ashamed by mine When I m thinking too much I realise I m unkind Pretend that I m nicer than I ll ever be I m selfish and deluded enjoy my hypocrisy Complain that I m bored when being bored is a privilege Act like I m suffering there s no suffering in this First world problems they breed in my head Ethical contradictions between my actions and what I ve said I should just shut my mouth as evidence piles against me That I am so much worse than I think exposed as a phoney I am shit I am shit Nah nah nuh nuh fucking dick I am shit I am shit Nah nah nuh nuh nuh nuh,religion
1971,hozier,from eden,Babe There s something tragic about you Something so magic about you Don t you agree Babe There s something lonesome about you Something so wholesome about you Get closer to me No tired sigh no rolling eyes No irony No Who cares no vacant stare No time for me Honey you re familiar like my mirror years ago Idealism sits in prison chivalry fell on his sword Innocence died screaming honey ask me I should know I slithered here from Eden just to sit outside your door Babe There s something wretched about this Something so precious about this Where to begin,religion
1972,penelope scott,sweet hibiscus tea,Here s the thing I can t do anything right Try as I absolutely totally might The bones are melting the skeleton is ash The clavicle detaches and falls with a deafening crash And I m not your protagonist I m not even my own I don t know anything I don t even know what I don t know And if you look outside you ll see disintegrating trees The artificial way the sunlight bounces off the waxy leaves My heart catches on every thorn you re already halfway out the door And I ve never looked so old and I have never been so cold And it is 85 degrees I don t know what I need There s lukewarm herbal mango sweet hibiscus tea On the hot garbage pile in which I fucking sleep The walls are empty it s so ugly I could burn the whole place down It wouldn t catch cause all the posters are on their way to my hometown And I am not your protagonist I m not even my own I don t know anything I don t even know what I don t know And if you look outside you ll see disintegrating trees The artificial way the sunlight bounces off the glitching leaves My wet heart catches on every thorn you re already halfway out the door And I m so tiny and so old and God it s never been so cold And it is 85 degrees I don t know what I need,religion
1973,falling in reverse,brother,Brother why d you have to go You left us all so soon Remember that song I wrote about your family years ago Well they re waiting for you to come home What do I do What do I say And dad tells me to pray So I ve prayed and prayed but the hurt won t go away The pain gets worse it never stops And I ve asked the Lord for us to swap I beg and plead cause you have kids to feed Why is it always stormy weather And brother tell me if it all gets better Why did you leave Why did you die You finally made your brother cry I know you re watching over us tonight And I hope you re watching over us tonight I m sorry I missed your call I wasn t there for you at all And know I thought it through maybe if I answered you That you would still be here all along Now no more calls can t you see I took for granted family And once they re gone you ll never get that back No more laughs no more hugs So hold on to the ones you love Your soul is free I love you Anthony,religion
1974,the 1975,jesus christ 2005 god bless america,I m in love with Jesus Christ He s so nice I m in love I ll say it twice I m in love I m in love but I m feeling low For I am just a footprint in the snow I m in love with a boy I know But that s a feeling I can never show Fortunately I believe lucky me I m searching for planes in the sea and that s irony Soil just needs water to be and a seed So if we turn into a tree can I be the leaves Ooh Ooh I m in love with the girl next door Her name s Claire Nice when she comes round to call Then masturbate the second she s not there,religion
1975,tenth avenue north,worn,I m tired I m worn My heart is heavy From the work it takes To keep on breathing I ve made mistakes I ve let my hope fail My soul feels crushed By the weight of this world And I know that you can give me rest So I cry out with all that I have left Let me see redemption win Let me know the struggle ends That you can mend a heart That s frail and torn I wanna know a song can rise From the ashes of a broken life And all that s dead inside can be reborn Cause I m worn I know I need to lift my eyes up But I m too weak Life just won t let up And I know that you can give me rest So I cry out with all that I have left,religion
1976,the front bottoms,be nice to me,I got boulders on my shoulders Collarbones begin to crack There is very little left of me And it s never coming back There are certain things you ask of me And there are certain things I lack In the beginning we were winning But now I m just making up facts What s it matter anymore If you believe the lies I tell There s no meaning to the words But we still sing these songs well If we all left it alone I m sure it d work itself out fine We keep playing with the numbers We are running out of time We are running we are running But you re a killer And I m your best friend Think it s unfair your situation You say I m changing Sorry I didn t know I had to stay the same Could we talk about this later Your voice is driving me driving me insane,religion
1977,marina,teen idle,I wanna be a bottle blonde I don t know why but I feel conned I wanna be an idle teen I wish I hadn t been so clean I wanna stay inside all day I want the world to go away I want blood guts and chocolate cake I wanna be a real fake Yeah I wish I d been a Wish I d been a teen teen idle Wish I d been a prom queen fighting for the title Instead of being sixteen and burning up a bible Feeling super super suicidal The wasted years the wasted youth The pretty lies the ugly truth And the day has come where I have died Only to find I ve come alive I wanna be a virgin pure A 21st century whore I want back my virginity So I can feel infinity I wanna drink until I ache I wanna make a big mistake I want blood guts and angel cake I m gonna puke it anyway,religion
1978,la dispute,king park,Another shooting on the southeast side This a drive by mid day Outside of the bus stop by Fuller and Franklin Or near there not far from the park About a block from where the other shooting was last month Or was it last week Shots were fired from an S U V heading northbound Eastown The target a rival but they didn t hit the target this time They hit a kid we think had nothing to do with it And I travel backwards through time and space and I disintegrate become invisible I wanna see it where I couldn t when it happened I wanna see it all first hand this time I want to know what it felt like So I float behind police lines Reconstruct the scene in fragments of memories I wanna know what his mother looked like up close I wanna see her leaning over his body So I float there transcend time I wanna capture it accurately I wanna know what the color of the blood was Spilling out from the tarp onto the concrete I wanna write it all down so I can always remember If you could see it up close how could you ever forget How senseless death how precious life I wanna be there when the bullet hit,religion
1979,shawn james,burn the witch,The flames lick at my feet Their hearts full of hate What they don t understand they condemn What they can t comprehend must meet its end But I won t scream won t give them that satisfaction No I won t confess my false interaction As I breathe deep and prepare for my passing I hear them chant burn the witch I stand accused of bein in league with Satan No proof for the false accusation Tied to the stake no hope of escape I stand alone and embrace my fiery fate But I won t scream won t give them that satisfaction No I won t confess my false interaction As I breathe deep and prepare for my passing I hear them chant burn the witch Oh I won t scream won t give them that satisfaction I won t confess my false interaction Now as I breathe deep and prepare for my passing I hear them chant burn the witch,religion
1980,lin-manuel miranda,wait for it,Theodosia writes me a letter every day I m keeping the bed warm while her husband is away He s on the British side in Georgia He s trying to keep the colonies in line But he can keep all of Georgia Theodosia she s mine Love doesn t discriminate Between the sinners And the saints It takes and it takes and it takes And we keep loving anyway We laugh and we cry And we break And we make our mistakes And if there s a reason I m by her side When so many have tried Then I m willing to wait for it I m willing to wait for it My grandfather was a fire and brimstone preacher Preacher preacher preacher But there are things that the homilies and hymns won t teach ya Teach ya teach ya teach ya My mother was a genius My father commanded respect When they died they left no instructions Just a legacy to protect,religion
1981,good charlotte,the river,As I walk through the valley of the Shadow of L A The footsteps that were next to me have Gone their separate ways I ve seen enough now to know that beautiful things don t Always stay that way I ve done enough now to know this beautiful place isn t Everything they say I heard that evil comes disguised Like the city of angels I m walking towards the light Baptized in the river I ve seen a vision of my life and I want to be delivered In the city was a sinner I ve done a lot of things wrong but I swear I m a believer Like the prodigal son I was out on my own Now I m trying to find my way back home Baptized in the river I m delivered I m delivered,religion
1982,mouthy downtown,millennial rock,Sorry I never satisfied you There s no way of breaking through I m a failure with no virtue But I never had a clue Isolation medication Found that I was getting blew Had a deadly preparation Was too scared to follow through Don t be fooled by your perception Lock away my new aggression There s no chance of my redemption Feel the pain of my regression Lost my inner dedication What s the point of masturbation Lose myself to the vibration Trapped inside my new obsession Found I m losing my religion Going to hеll for my decisions Find my bliss in lack of vision Lack of hearing and precision Dеsecration violation Lost my sense of motivation All hail to the fornication Of my inner meditation,religion
1983,the 1975,antichrist,And I swear there s a ghost on this island And his hands all covered in blood And my wife inquired of understanding But of course my dear you can t She said How can I relate to somebody who doesn t speak I feel like I m just treading water Is it the same for you Is it the same for you Well he comes and he goes so capricious And his work appears so rushed Well I love the house that we live in And I love you all too much Is it the same for you Is it the same for you Is it the same for you Is it the same for you Well the criminals and liars Keep them in your cells as a privilege of mine And I love the house that we live in And I love you all too much,religion
1984,semler,bethlehem,When I return I will simply write a short story for my revenge About this town these people these gamblers The first song I learned spoke of Bethlehem So is that prophecy or is that brainwashing Cause no one ever pitched the Greek gods And I don t know why not I think that Athena d understand me When my chips have fallen My messiah came calling But what if he d not Would my soul just rot Oh what I d give for just an inch of your peace Cause I wanna fall but I ve got bruises on my knees Oh what I d give for just an inch of your peace Cause I wanna fall I wanna be someone that you d call My dad s never cursed in his life I asked if he smoked he said Twice Well by that standard I m a goddamn failure I passed blunts the day I married my wife,religion
1985,semler,jesus from texas,My mom turned eighteen in the 1960s And she doesn t remember Stonewall To be fair she can t have known I d be her kid That the bricks launched at police would compel me to exist And I think about that now down the ballot Of the ones I love and I don t know yet I voted for you Oh what a terrible honor it is To watch the sky fall as a character witness I spent the rest of the night freaking out I had to get high just to put myself down But I woke up for you And I cut my hair because I m worth it And thesе days I believe in Bigfoot morе than God Cause who s he hurtin I grew up a preacher s kid cleaning up after communions I know that a church is not a way to live It s a weekly reunion My best friend found God so we lost touch I guess a Savior beats a friend who thinks you re good enough I hope she finds love and peace And if her kid comes out I hope that she calls me,religion
1986,semler,youth group,Youth group lock ins are really strange concepts That youth group leaders seem to really like It s like Let s take some repressed hormonal teenagers And put em in church and hope they find Jesus overnight Like Jesus is a ghost hidin in the church And if you just stay long enough you ll find him But in my experience the only thing you find Is your sexuality This one s for the kids Who have their sexual awakening At the youth group lock in it must have been confusing And I hope you re doing well Bе kind to yourself take care of that kid You rе not what they said about you And a loser in a button up can t send you to Hell no At church camp youth group They really tried it on us Now we re grown up and we re fucked up Is there still a God we can trust At youth group church camp They really tried it on us Now I m grown up and I m fucked up Is there still a God I can trust,religion
1987,semler,a good man,If there s a good man in you you killed him today Took him out for a drink and then you put him in his grave Drove him outside of town far away from his house So when the bullet rang out no one else heard a sound If there s a good man in you he s dead in the dirt But he ll be survived by the people he hurt And they ll gather in masses for him they will mourn A prodigal son from the day you were born Ooh what have you become Ooh you were your mother s son Ooh this world is cruel I know Ooh I wish it spared you In with a cry and out with a gun If there s a good man in you you killed him again You poisoned the well of someone you called a friend I think you d rather they hate you but I don t think they do They re just sad you keep killin the good man in you Ooh what have you become Ooh you were your mother s son Ooh this world is cruel I know Ooh I wish it spared you In with a cry and out oh with a gun,religion
1988,chase petra,monet issues,Disown me you don t owe me I dont want your money Feel free to leave me Out of your will Your words again pour poison And don t it sound like projection You re guided by misdirection Down roads that lead nowhere Who were you to credit Yourself with my accomplishments How could you lack such common sense The source of all my scarring Accustomed to my running From things that shouldn t scare me Fair warning Giving me a name Then handing me the blame I won t be changed We re not the Compensate commiserate Can t put a price or estimate The cost of every dismal day Compensate commiserate Compensate commiserate,religion
1989,leanna firestone,least favorite only child,Almost pierced my nose in the bathroom out of spite Cause I had to move back home And my mom and I were in a fight But I just couldn t Guess I m not that wild and I don t wanna stay Her least favorite only child Almost crashed my car Into a light pole just to say I did it I don t wanna die I just want people to think I could ve So the next time that they see me They ll hold me a little tighter And think about how sad it d be if I wasn t alive anymore And I know that it s probably selfish And I shouldn t think like that So what if I do it for attention Would that really be so bad Cause I m not gonna do it Just gonna think about it a lot And I m not a danger to myself or others I know it s what it sounds like but I swеar I m not I just wanna feel different Than what I ve fеlt before And I don t wanna be my mom s least favorite only child anymore,religion
1990,michl,out of order,Somedays I don t wanna remember your face But somehow I keep all of your pictures in place When I couldn t speak Couldn t breathe You d pull the world right off my back And put it in your hand I m out of order Without a quarter of you I m out of order Without a quarter of you And I wanna fall asleep Forget everything But I can t even dream without you I m out of order Without a quarter of you Somedays I don t wanna remember our road But somehow my legs lead me to circle our home When I couldn t speak Couldn t breathe You d pull the world right off my back And put it in your hand I m out of order Without a quarter of you I m out of order Without a quarter of you And I wanna fall asleep Forget everything But I can t even dream without you I m out of order Without a quarter of you,religion
1991,mitski,class of 2013,Mom I m tired Can I sleep in your house tonight Mom is it alright If I stay for a year or two Mom I ll be quiet It would be just to sleep at night And I ll leave once I figure out How to pay for my own life too Mom would you wash my back This once and then we can forget And I ll leave what I m chasing For the other girls to pursue Mom am I still young Can I dream for a few months more,religion
1992,bohnes,raging on a sunday,And the hand of the Lord was on me and he brought me out by The Spirit of the Lord to the middle of a valley full of bones Full of bones I should be at church but I m ragin on a Sunday Lot to confess fuck it worry bout it some day Baptizin the crowd cause they lookin pretty thirsty This is a chapel and these words your religion Raise your cup for that holy grail that you re sippin Free up your mind I know that it can be a prison We ain t got much time you better spend what you were given I should be at church but I m ragin on a Sunday Lot to confess fuck it worry bout it some day Baptizin the crowd cause they lookin pretty thirsty I should be at church but I m ragin on a Sunday Lot to confess fuck it worry bout it some day Baptized in the crowd cause they lookin pretty thirsty,religion
1993,orla gartland,oh god,I look at you and I know how I felt All those summers ago then I swore not to tell I m swallowed up by this Catholic guilt Oh God Oh God If I always do what I m told I ll be bitter at 50 years old I wasted my youth Wasted my time Wasted my worry on the little things If you always just laugh it off I won t be opening up We kissed on the bed It messed with my head Does that mean nothing to you I look at you and I know how I felt All those summers ago then I swore not to tell I m swallowed up by this Catholic guilt Oh God,religion
1994,echos,revival,I m afraid that I ve grown vacant And I don t have time for your equations The way we speak is far from sacred You say our minds no longer parallel But I swear I ll try to save this When you push me like hell That s when I start to despise myself You say I put you through hell I think maybe we should find ourselves No revival but I tried to You never knew if you could feel the way that I do No revival but I tried to You never knew if you could feel the way that I do I m afraid that we won t make it We always run from all our conversations You and I we ve both been changing But now our lives are so damn parallel I think it s worth it if we save this,religion
1995,skillet,my religion,Who s going to save us all Nothing and nobody but you Who s going to make me whole Nothing and nobody but you Can t change me sway me Don t know what to make of me You got my devotion fanatical though it may be I love your mind heart body and soul You re the only sanctuary that I know I don t need to stare at stained glass and a steeple I don t need to dress to impress all the people Don t need no priest don t need no pew You are my religion my religion is you I don t need no other purpose you give me a reason Ain t their business what I want to believe in You are my priest you are my truth You are my religion my religion is you Who s going to heal my pain Nothing makes me feel like you do Who can drive my demons away Nothing makes me heal like you do I love your mind heart body and soul You re the only sanctuary that I know,religion
1996,cloudy june,unthinkable,She works two jobs Gets straight A s Home early to stay safe What difference that day made He walks in she s shakin Human size temptation Just want this donation Oh my god Can t fight the feeling that s been creepin up But i don t Give a fuck This is how a good girl turns into a sinner Making of an angel becoming the villain Get me in the mood Everything i wanna do is unthinkable This is when your rom com turns into a thriller When you try the fruits your mom said are forbidden Get me in the mood Everything I wanna do is unthinkable,religion
1997,tenth avenue north,by your side,Why are you striving these days Why are you trying to earn grace Why are you crying Let me lift up your face Just don t turn away Why are you looking for love Why are you still searching As if I m not enough To where will you go child Tell me where will you run To where will you run Cause I ll be by your side wherever you fall In the dead of night whenever you call And please don t fight these hands that are holding you My hands are holding you Look at these hands at my side They swallowed the grave on that night When I drank the world s sin So I could carry you in And give you life I want to give you life,religion
1998,tenth avenue north,you are more,There s a girl in the corner With tear stains on her eyes From the places she s wandered And the shame she can t hide She says How did I get here I m not who I once was And I m crippled by the fear That I ve fallen too far to love But don t you know who you are What s been done for you Yeah don t you know who you are You are more than the choices that you ve made You are more than the sum of your past mistakes You are more than the problems you create You ve been remade Well she tries to believe it That she s been given new life But she can t shake the feeling That it s not true tonight,religion
1999,cavetown,devil town,Life s alright in Devil Town They re right no one s gonna catch us now Dad has bought a new car now We re fine no one s gonna catch us now You said something dumb again She s mad at least that s what they say Mum and Daddy aren t in love That s fine I ll settle for two birthdays Devil Town is colder in the summertime I ll lose my mind at least another thousand times Hold my hand tight we ll make it another night I still get a little scared of something new But I feel a little safer when I m with you Falling doesn t feel so bad when I know you ve fallen this way too We re all dead in Devil Town That s fine cause nothing s gonna scare us now We re all in our dressing gowns mine s white And stripey yours is green and brown,religion
2000,mccafferty,trees,Slept in your room with your friends on the inside Needed some air so I slept on the outside Down on the couch with your boyfriend I need this The smell of his hair and the taste of his lips I am hiding in the closest but I m not a faggot My friends never found out my mom was a Christian My dad is an Alchie I bet that he kills me I don t know how god thinks but god do you love me I don t know how god thinks but god do you love me I don t know how god thinks but god do you love me She says I need a certain satisfaction kind It s something you could never give to my type She said I need a certain satisfaction kind It s something you could never give to my to my to my Whoa oh oh oh oh oh Whoa oh oh oh oh Whoa oh oh oh oh oh hey Whoa oh oh oh oh Whoa oh oh oh oh oh Whoa oh oh oh oh Whoa oh oh oh oh oh hey Whoa oh oh oh oh Just string me up two or three Just string me up down by the trees Just by my pants I m such a freak A fucking fag that never sees,religion
2001,my chemical romance,mama,Mama we all go to Hell Mama we all go to Hell I m writing this letter and wishing you well Mama we all go to Hell Oh well now Mama we re all gonna die Mama we re all gonna die Stop asking me questions I d hate to see you cry Mama we re all gonna die And when we go don t blame us yeah We ll let the fires just bathe us yeah You made us oh so famous We ll never let you go And when you go don t return to me my love Mama we re all full of lies Mama we re meant for the flies And right now they re building a coffin your size Mama we re all full of lies Well mother what the war did to my legs and to my tongue You should ve raised a baby girl I should ve been a better son If you could coddle the infection they can amputate at once You should ve been I could have been a better son,religion
2002,mother mother,hayloft,My daddy s got a gun My daddy s got a gun My daddy s got a gun You better run My daddy s got a gun My daddy s got a gun My daddy s got a gun Ga ga ga ga ga It started with the hayloft a creakin Well it just started in the hay With his long johns on Pop went a creeping Out to the barn up to the hay Young lovers and they are not sleeping Young lovers in the hay With his gun turned on Pop went a creeping Out to the barn up to the hay My daddy s got a gun My daddy s got a gun My daddy s got a gun You better run My daddy s got a gun My daddy s got a gun My daddy s got a gun Ga ga ga ga ga,religion
2003,mother mother,verbatim,Uh oh ye ah uh oh ye ah oh Uh oh ye ah uh oh I wear women s underwear And then I go to strike a pose in my full length mirror I cross my legs just like a queer But my libido is strong when a lady is near yeah What defines a straight man s straight Is it the boxer in the brief or a twelve ounce steak Nah I ll tell you what a woman loves most It s a man who can slap but can also stroke Going in the wind is an eddy of the truth and it s naked It s verbatim and it s shakin No no no no no no no no no No more getting elated No more listless invitations U G H I live by a hospital And every day I go out walking past its sickly windows I see people dying there But my tender age makes it hard to care The incinerator and a big smokestack It s a phallic symbol and it makes me laugh All I need is a heart attack c mon Humble my bones with a cardiac,religion
2004,mother mother,arms tonite,I fell in your arms tonight I fell hard in your arms tonight it was nice I died in your arms tonight I slipped through into the afterlife it was nice White light in your arms tonight I lost sight in your arms tonight it was nice And hey you don t you think it s kinda cute That I died right inside your arms tonight That I m fine even after I have died Because it was in your arms I died I cried in the afterlife I cry hard because I have died and you re alive I try to escape afterlife I try hard to get back inside your arms alive And hey you don t you think it s kinda cute That I try to escape the afterlife That I try to get back in your arms alive That I died in your arms,religion
2005,mother mother,wrecking ball,I made a wreck out of my hand I put it through the wall I made a fist and not a plan Call me a reckless wrecking ball I throw my plates against the wall And give it all I got I aim to break not one but all I m just a big ol wrecking ball I am unruly in the stands I am a rock on top of the sand I am a fist amidst the hands And I break it just because I can It takes a dedicated hand To put it through the wall You gotta wanna break the heart Of all those pretty porcelain dolls You gotta wanna be the drummer in the band You gotta wanna be a battering ram You gotta see the artistry In tearing the place apart with me baby,religion
2006,teddy hyde,sex with a ghost,I m gettin hickeys from my bed bugs I m gettin busy with a bad perfume I m stickin kisses to a pen drug I m makin friction with a sad vacuum I m gettin jiggy with a rifle I ll pull the trigger with my eyes closed Hopin to hit you somewhere vital And when I miss you come and kiss me with a smile I m havin sex with a ghost Cause she knows I m alone She s a freak in the sheets play it cool I m sleepin with a Sex with a ghost Cause she knows I m alone She s a freak in the sheets play it cool I m sleepin with a ghoul The only time I ever see her Is when she s behind me in the mirror Even from a distance I can hear her I try to listen but her whispers make my ears hurt And on our dates it s never daytime When she gets playful with a steak knife I need a break maybe I ll take five Shake it up and medicate maybe I ll take five,religion
2007,aurora,runaway,I was listenin to the ocean I saw a face in the sand But when I picked it up Then it vanished away from my hands dah I had a dream I was seven Climbin my way in a tree I saw a piece of heaven Waitin in patience for me dah And I was runnin far away Would I run off the world someday Nobody knows nobody knows And I was dancing in the rain I felt alive and I can t complain But no take me home Take me home where I belong I can t take it anymore I was painting a picture The picture was a painting of you And for a moment I thought you were here But then again it wasn t true dah And all this time I have been lyin Oh lyin in secret to myself I ve been putting sorrow on the farthest place on my shelf La di da,religion
2008,the taxpayers,i love you like an alcoholic,Heavy humid night corner of Park and Main Cast that first glance your smile my veins At maximum capacity blood pumping so fast My girl if looks gave heart attacks The dangerous men in the shadows were like an audience and even the meanest among them had a special little shine in their eyes when they saw us walk by Walked about twenty blocks talking about good bars and better towns than this one Kissed that first night and then the rain opened up the sky to get One last kiss I love you like an alcoholic One last kiss I love you like a statuette One last kiss I need you like I need a broken leg I was getting off the late shift Attempting to recover Crumpled up the bus pass Tossed it into the gutter Some handsome dark stranger You were standing there on the corner You had those compelling magnetized eyes you must have lost when you got older Seven blocks in my fingers brushed your hand I blushed and you laughed but you seemed a little sad I ain t one to jump a ship but I absolutely knew I was six steps in when I fell into you,religion
2009,miracle musical,murders,He was in the forest looking to see the trees But none were there He found a girl She found the Erlking They were in the white wood Gamboling out to picnic In the light leaves broke above Then fell below I was in the middle ground Looking to find the Flowers in the garden Wearying of the hate me hate me not Wait they forgot Woe oh the rot Deeper in they crept Oblivious of the bears and darker terrors Or none were there How did they dare I was in the middle ground looking to find the Fountain of infinite mirror Tree falling no one would hear Shadow of nobody there Murders of murderers living in fear of it,religion
2010,miracle musical,dream sweet in sea major,Alone at the edge of a universe humming a tune For merely dreaming we were snow A siren sounds like the goddess who promises endless apologies of paradise And only she can make it right So things are different tonight We ll go together in flight It s now and never a reverie endeavor Awaits somnambulant directives to take the helm Believe me darling the stars were made for falling Like melting obelisks as tall as another realm Un ensemble d enfants la galaxie s étend Jardin de l imagination Combler la lacune voler face à la lune Vois comme nous évoluons It feels like flying but maybe we re dying A cosmic confluence of pyramids hologrammed She knows you heard her staging music murder Inline before the show began to be where I am,religion
2011,cults,always forever,You and me always forever We could stay alone together You and me always forever Say you ll stay never be severed You know you ve got me in your pocket You don t just have to wait around You know I keep you in my locket Just come here and we can settle down You and me always forever We can stay alone together Heard you say things could be better Darling don t get away right now You know you ve got me in your pocket You don t just have to wait around You know I keep you in my locket Just come here and we can settle down Oh darling it s alarming to think of us apart,religion
2012,i dont know how but they found me,choke,Stop drop And drag me into place And lock the fire escapes I ll break your pretty face Oh you clever little things The sycophantic teens What a precious basket case Now shut your dirty mouth If I could burn this town I wouldn t hesitate To smile while you suffocate and die And that would be just fine And what a lovely time That it would surely be So bite your tongue And choke yourself to sleep You get everything you want And money always talks To the idiot savants,religion
2013,the front bottoms,twin size mattress,This is for the lions living in the wiry broke down frames of my friends bodies When the floodwater comes it ain t gonna be clear it s gonna look like mud But I will help you swim I will help you swim I m gonna help you swim This is for the snakes and the people they bite For the friends I ve made for the sleepless nights For the warning signs I ve completely ignored There s an amount to take reasons to take more It s no big surprise you turned out this way When they closed their eyes and prayed you would change And they cut your hair and sent you away You stopped by my house the night you escaped With tears in my eyes I begged you to stay You said Hey man I love you but no fucking way I m sure that we could find something for you to do on stage Maybe shake a tambourine or when I sing you sing harmonies This is for the lake that me and my friends swim in Naked and dumb on a drunken night And it should ve felt good but I could hear the Jaws theme song On repeat in the back of my mind Make sure you kiss your knuckles before you punch me in the face There are lessons to be learned and consequences for all the stupid things I say And it is no big surprise you turned out this way The spark in your eyes the look on your face I will not be brave,religion
2014,mother mother,the stand,Hey Tell me your weakness Oh I keep it a secret Oh come on just one vice Okay it s vodka on ice But then there s women on bikes Or just the women who straddle Oh now you are a handful I forgot about handfuls Tell me your fears Okay it s everyone here You mean just all of the people Yeah and all of their peers And all of their pets And their chandeliers And their cigarettes I haven t smoked in years I can hardly stand the sight I can hardly stand the sound I can hardly stand the taste I can hardly stand the smell of it all,religion
